Facility Name,Facility Name Normalized,Unnamed: 2,Changes,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Saline Care Nursing and Rehab,SALINE CARE NURSING AND REHABILITATION,OK,,SALINE CARE NURSING AND REHABILITATION,20201105,IL,SALINE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALINE CARE NURSING AND REHABILITATION,100
Aperion Care Capitol,APERION CARE CAPITOL,OK,,APERION CARE CAPITOL,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE CAPITOL,100
Auburn Rehab and Healthcare Center,AUBURN REHABILITATION AND HEALTHCARE CENTER,OK,,AUBURN REHABILITATION AND HEALTHCARE CENTER,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUBURN REHABILITATION AND HEALTHCARE CENTER,100
Brother James Court,BROTHER JAMES COURT,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIDGE CARE SUITES,49
Cedarhurst Assisted Living and Memory Care,CEDARHURST ASSISTED LIVING AND MEMORY CARE,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE CAPITOL,86
Cedarhurst Senior Living,CEDARHURST SENIOR LIVING,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONCORDIA VILLAGE SENIOR,55
Centennial Pointe,CENTENNIAL POINTE,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUBURN REHABILITATION AND HEALTHCARE CENTER,45
Concordia Village Senior,CONCORDIA VILLAGE SENIOR,OK,,CONCORDIA VILLAGE SENIOR,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONCORDIA VILLAGE SENIOR,100
Heritage Health Springfield,HERITAGE HEALTH - SPRINGFIELD,OK,,HERITAGE HEALTH - SPRINGFIELD,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH - SPRINGFIELD,100
Heritage Health: Therapy & Senior Care - Springfie,HERITAGE HEALTH: THERAPY AND SENIOR CARE - SPRINGFIELD,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE CAPITOL,86
Lewis Memorial Christian Village,LEWIS MEMORIAL CHRISTIAN VILLAGE,OK,,LEWIS MEMORIAL CHRISTIAN VILLAGE,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEWIS MEMORIAL CHRISTIAN VILLAGE,100
Mill Creek Alzheimers Special Care Unit,MILL CREEK ALZHEIMERS SPECIAL CARE UNIT,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE CAPITOL,86
St. Josephs Home,ST. JOSEPHS HOME,#REF!,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUBURN REHABILITATION AND HEALTHCARE CENTER,34
Timberlake Supportive Living,TIMBERLAKE SUPPORTIVE LIVING,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEWIS MEMORIAL CHRISTIAN VILLAGE,43
Villa East,VILLA EAST,OK,,VILLA EAST,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLA EAST,100
Villa Healthcare Center West,VILLA HEALTHCARE CENTER WEST,OK,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUBURN REHABILITATION AND HEALTHCARE CENTER,86
Villas of Holly Brook and Reflections Memory Care,VILLAS OF HOLLY BROOK AND REFLECTIONS MEMORY CARE,#REF!,,,20201105,IL,SANGAMON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE CAPITOL,86
Shelby County Community Servicesi,SHELBY COUNTY COMMUNITY SERVICESI,OK,,,20201105,IL,SCOTT,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCOTT COUNTY NURSING CENTER,53
Moweaqua Rehabilitation and Health Care,MOWEAQUA REHABILITATION AND HEALTH CARE,OK,,MOWEAQUA REHABILITATION AND HEALTH CARE,20201105,IL,SHELBY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOWEAQUA REHABILITATION AND HEALTH CARE,100
Shelbyville Manor,SHELBYVILLE MANOR,OK,,SHELBYVILLE MANOR,20201105,IL,SHELBY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELBYVILLE MANOR,100
Shelbyville Rehabilitation and Health Care Center,SHELBYVILLE REHABILITATION AND HEALTH CARE CENTER,#REF!,,SHELBYVILLE REHABILITATION AND HEALTH CARE CENTER,20201105,IL,SHELBY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELBYVILLE REHABILITATION AND HEALTH CARE CENTER,100
Villas of Holly Brook-Shelbyville,VILLAS OF HOLLY BROOK-SHELBYVILLE,OK,,,20201105,IL,SHELBY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELBYVILLE MANOR,86
Aperion Care,APERION CARE,Dup,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE MASCOUTAH,90
Autumn Meadows,AUTUMN MEADOWS,OK,,AUTUMN MEADOWS,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTUMN MEADOWS,100
BRIA of Belleville,BRIA OF BELLEVILLE,OK,,BRIA OF BELLEVILLE,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF BELLEVILLE,100
Bradford Place,BRADFORD PLACE,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF BELLEVILLE,44
Bria of Cahokia,BRIA OF CAHOKIA,OK,,BRIA OF CAHOKIA,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF CAHOKIA,100
Bria of Cahokia,BRIA OF CAHOKIA,Dup,,BRIA OF CAHOKIA,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF CAHOKIA,100
Brightly Senior Living,BRIGHTLY SENIOR LIVING,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF BELLEVILLE,45
CASEYVILLE CARE CENTER,CASEYVILLE CARE CENTER,OK,,CASEYVILLE CARE CENTER,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASEYVILLE CARE CENTER,100
Cambridge House,CAMBRIDGE HOUSE,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEDAR RIDGE,54
Caseyville Care Center2,CASEYVILLE CARE CENTER2,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASEYVILLE CARE CENTER,98
Cedar Ridge,CEDAR RIDGE,OK,,CEDAR RIDGE,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEDAR RIDGE,100
Cedarhurst of Shiloh,CEDARHURST OF SHILOH,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HELIA HEALTHCARE OF BELLEVILLE,86
Cedarhurst of Shiloh2,CEDARHURST OF SHILOH2,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEDAR RIDGE,50
Colonnade,COLONNADE,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMORIAL CONVALESCENT CENTER,50
Dammert Center/The Esquiline2,DAMMERT CENTER/THE ESQUILINE2,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEBANON CARE CENTER,86
Four Fountains,FOUR FOUNTAINS,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ATHENS HOME FOR THE AGED,43
Four Fountains2,FOUR FOUNTAINS2,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMORIAL CONVALESCENT CENTER,42
Freeburg Care Center,FREEBURG CARE CENTER,OK,,FREEBURG CARE CENTER,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBURG CARE CENTER,100
Freeburg Terrace,FREEBURG TERRACE,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBURG CARE CENTER,67
Integrity Care of Belleville,INTEGRITY CARE OF BELLEVILLE,OK,,INTEGRITY CARE OF BELLEVILLE,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY CARE OF BELLEVILLE,100
Integrity Care of Smithton,INTEGRITY CARE OF SMITHTON,OK,,INTEGRITY CARE OF SMITHTON,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY CARE OF SMITHTON,100
Knollwood,KNOLLWOOD,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTUMN MEADOWS,30
Lebanon Care Center,LEBANON CARE CENTER,OK,,LEBANON CARE CENTER,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEBANON CARE CENTER,100
Memorial Care Center,MEMORIAL CARE CENTER,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCY REHABILITATION AND CARE CENTER,86
Memorial Care Center,MEMORIAL CARE CENTER,Dup,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCY REHABILITATION AND CARE CENTER,86
Memorial Convalescent Center,MEMORIAL CONVALESCENT CENTER,OK,,MEMORIAL CONVALESCENT CENTER,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMORIAL CONVALESCENT CENTER,100
Mercy,MERCY,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCY REHABILITATION AND CARE CENTER,90
Morningside of Shiloh,MORNINGSIDE OF SHILOH,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY CARE OF SMITHTON,51
New Athens Home for the Aged,NEW ATHENS HOME FOR THE AGED,OK,,NEW ATHENS HOME FOR THE AGED,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ATHENS HOME FOR THE AGED,100
Parkway Gardens,PARKWAY GARDENS,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEDAR RIDGE,46
St. Pauls,ST. PAULS,OK,,ST. PAULS,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. PAULS,100
Swansea Care & Rehab2,SWANSEA CARE AND REHAB2,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCY REHABILITATION AND CARE CENTER,86
Swansea Rehabilitation and Health Care Center,SWANSEA REHABILITATION AND HEALTH CARE CENTER,OK,,SWANSEA REHABILITATION AND HEALTH CARE CENTER,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWANSEA REHABILITATION AND HEALTH CARE CENTER,100
Sycamore Village,SYCAMORE VILLAGE,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEDAR RIDGE,52
The Atrium,THE ATRIUM,#REF!,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ATHENS HOME FOR THE AGED,86
The Esquiline - Dammert Center,THE ESQUILINE - DAMMERT CENTER,OK,,,20201105,IL,ST. CLAIR,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBURG CARE CENTER,86
Heritage Woods,HERITAGE WOODS,Dup,,,20201105,IL,STEPHENSON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOR COURT OF FREEPORT,37
Manor Court,MANOR COURT,OK,,,20201105,IL,STEPHENSON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOR COURT OF FREEPORT,90
Stephenson Nursing Center,STEPHENSON NURSING CENTER,OK,,STEPHENSON NURSING CENTER,20201105,IL,STEPHENSON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEPHENSON NURSING CENTER,100
Aperion Morton,APERION MORTON,OK,,APERION MORTON,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION MORTON,100
Apostolic Christian Restmor,APOSTOLIC CHRISTIAN RESTMOR,OK,,APOSTOLIC CHRISTIAN RESTMOR,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOSTOLIC CHRISTIAN RESTMOR,100
Apostolic Christian Timber Ridge,APOSTOLIC CHRISTIAN TIMBER RIDGE,OK,,,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOSTOLIC CHRISTIAN RESTMOR,81
Generations Riverview SNF,GENERATIONS RIVERVIEW SNF,OK,,,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS AT RIVERVIEW,88
Generations at Riverview,GENERATIONS AT RIVERVIEW,OK,,GENERATIONS AT RIVERVIEW,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS AT RIVERVIEW,100
Generations at Riverview,GENERATIONS AT RIVERVIEW,Dup,,GENERATIONS AT RIVERVIEW,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS AT RIVERVIEW,100
Lakeside Rehab and Healthcare,LAKESIDE REHABILITATION AND HEALTHCARE,OK,,LAKESIDE REHABILITATION AND HEALTHCARE,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKESIDE REHABILITATION AND HEALTHCARE,100
Pekin Manor,PEKIN MANOR,OK,,PEKIN MANOR,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEKIN MANOR,100
Reflections Memory Care,REFLECTIONS MEMORY CARE,Dup,,,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION MORTON,51
Timbercreek Rehab and Healthcare,TIMBERCREEK REHABILITATION AND HEALTHCARE,OK,,TIMBERCREEK REHABILITATION AND HEALTHCARE,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMBERCREEK REHABILITATION AND HEALTHCARE,100
UAW Senior Citizens Center,UAW SENIOR CITIZENS CENTER,OK,,,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOSTOLIC CHRISTIAN RESTMOR,49
Villas of Holly Brook & Reflections Pekin,VILLAS OF HOLLY BROOK AND REFLECTIONS PEKIN,OK,,,20201105,IL,TAZEWELL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK HEALTHCARE OF PEKIN,86
Illinois Veterans Home Anna,ILLINOIS VETERANS HOME ANNA,OK,,,20201105,IL,UNION,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY OF ANNA,86
Integrity of Anna,INTEGRITY OF ANNA,OK,,INTEGRITY OF ANNA,20201105,IL,UNION,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY OF ANNA,100
Integrity of Cobden,INTEGRITY OF COBDEN,OK,,INTEGRITY OF COBDEN,20201105,IL,UNION,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY OF COBDEN,100
Arcadia Care of Danville,ARCADIA CARE OF DANVILLE,OK,,ARCADIA CARE OF DANVILLE,20201105,IL,VERMILION,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCADIA CARE OF DANVILLE,100
Colonial Manor,COLONIAL MANOR,OK,,COLONIAL MANOR,20201105,IL,VERMILION,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLONIAL MANOR,100
Gardenview Manor,GARDENVIEW MANOR,OK,,GARDENVIEW MANOR,20201105,IL,VERMILION,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GARDENVIEW MANOR,100
Gardenview Manor,GARDENVIEW MANOR,Dup,,GARDENVIEW MANOR,20201105,IL,VERMILION,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GARDENVIEW MANOR,100
Hawthorne Inn,HAWTHORNE INN,OK,,,20201105,IL,VERMILION,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAWTHORNE INN OF DANVILLE,90
Heritage Health,HERITAGE HEALTH,Dup,,,20201105,IL,VERMILION,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH-HOOPESTON,90
Illiana Va Medical,ILLIANA VA MEDICAL,OK,,,20201105,IL,VERMILION,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLONIAL MANOR,42
Oakview Nursing and Rehabilitation,OAKVIEW NURSING AND REHABILITATION,OK,,OAKVIEW NURSING AND REHABILITATION,20201105,IL,WABASH,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAKVIEW NURSING AND REHABILITATION,100
Courtyard Estates of Monmouth,COURTYARD ESTATES OF MONMOUTH,OK,,,20201105,IL,WARREN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONMOUTH NURSING HOME,52
Monmouth Nursing Home,MONMOUTH NURSING HOME,OK,,MONMOUTH NURSING HOME,20201105,IL,WARREN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONMOUTH NURSING HOME,100
"Washington County Hospital, Long Term Care Unit","WASHINGTON COUNTY HOSPITAL, LONG TERM CARE UNIT",OK,,,20201105,IL,WASHINGTON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDSHIP MANOR HEALTH CARE,86
Aperion Care,APERION CARE,Dup,,,20201105,IL,WAYNE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE FAIRFIELD,90
Aperion Care Fairfield,APERION CARE FAIRFIELD,OK,,APERION CARE FAIRFIELD,20201105,IL,WAYNE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE FAIRFIELD,100
Cisne Rehab and Health Care Center,CISNE REHABILITATION AND HEALTH CARE CENTER,OK,,CISNE REHABILITATION AND HEALTH CARE CENTER,20201105,IL,WAYNE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CISNE REHABILITATION AND HEALTH CARE CENTER,100
Fairfield Memorial Hospital,FAIRFIELD MEMORIAL HOSPITAL,OK,,FAIRFIELD MEMORIAL HOSPITAL,20201105,IL,WAYNE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIRFIELD MEMORIAL HOSPITAL,100
Carmi Manor,CARMI MANOR,OK,,CARMI MANOR,20201105,IL,WHITE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARMI MANOR,100
Wabash Christian Retirement,WABASH CHRISTIAN RETIREMENT,OK,,WABASH CHRISTIAN RETIREMENT,20201105,IL,WHITE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WABASH CHRISTIAN RETIREMENT,100
Citadel of Sterling,CITADEL OF STERLING,OK,,CITADEL OF STERLING,20201105,IL,WHITESIDE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF STERLING,100
Good Sam - Prophets Riverview,GOOD SAM - PROPHETS RIVERVIEW,OK,,,20201105,IL,WHITESIDE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK RIVER GARDENS,48
Harbor Crest,HARBOR CREST,OK,,HARBOR CREST,20201105,IL,WHITESIDE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARBOR CREST,100
Kreiders,KREIDERS,OK,,,20201105,IL,WHITESIDE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK RIVER GARDENS,56
Parkway Center,PARKWAY CENTER,OK,,,20201105,IL,WHITESIDE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARBOR CREST,46
Regency Care of Sterling,REGENCY CARE OF STERLING,OK,,REGENCY CARE OF STERLING,20201105,IL,WHITESIDE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGENCY CARE OF STERLING,100
Resthave Care and Rehabilitation,RESTHAVE CARE AND REHABILITATION,OK,,RESTHAVE CARE AND REHABILITATION,20201105,IL,WHITESIDE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTHAVE CARE AND REHABILITATION,100
Alden Courts of Shorewood,ALDEN COURTS OF SHOREWOOD,OK,,ALDEN COURTS OF SHOREWOOD,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF SHOREWOOD,100
Alden Estates of Shorewood,ALDEN ESTATES OF SHOREWOOD,OK,,ALDEN ESTATES OF SHOREWOOD,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF SHOREWOOD,100
Aperion Wilmington,APERION WILMINGTON,OK,,APERION WILMINGTON,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION WILMINGTON,100
Aperion Wilmington,APERION WILMINGTON,Dup,,APERION WILMINGTON,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION WILMINGTON,100
Aperion Wilmington,APERION WILMINGTON,Dup,,APERION WILMINGTON,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION WILMINGTON,100
Arbor Terrace,ARBOR TERRACE,OK,,,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRANKFORT TERRACE,73
Arbor Terrace of Naperville,ARBOR TERRACE OF NAPERVILLE,OK,,,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRANKFORT TERRACE,86
Beecher Manor,BEECHER MANOR,OK,,BEECHER MANOR,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEECHER MANOR,100
"Charter Senoir Living, The Cottages","CHARTER SENOIR LIVING, THE COTTAGES",OK,,,20201105,IL,WILL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE PARC OF JOLIET,86
