,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
106004,2020-12-13,145866,HICKORY NURSING PAVILION,9246 SOUTH ROBERTS ROAD,HICKORY HILLS,IL,60457,Y,Y,2.0,2.0,16.0,32.0,,0.0,1.0,3.0,0.0,0.0,74.0,54.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,14.0,0.0,2.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,296.3,0.0,592.6,0.0,0.0,Cook,Y,N,POINT (-87.818106 41.72247),Week 30 - Dec 13
106008,2020-12-13,145922,INTEGRITY HC OF COBDEN,430 SOUTH FRONT STREET,COBDEN,IL,62920,Y,Y,0.0,0.0,0.0,33.0,,0.0,0.0,2.0,0.0,2.0,74.0,63.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,22.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,523.8,31.7,6.1,Union,N,N,POINT (-89.252752 37.525579),Week 30 - Dec 13
106051,2020-12-13,145794,FAIRVIEW HAVEN,605 NORTH 4TH STREET,FAIRBURY,IL,61739,N,,0.0,0.0,0.0,25.0,,2.0,0.0,7.0,0.0,4.0,51.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,555.6,88.9,16.0,Livingston,,,POINT (-88.511743 40.753156),Week 30 - Dec 13
106091,2020-12-13,145637,ST JOSEPH VILLAGE OF CHICAGO,4021 WEST BELMONT,CHICAGO,IL,60641,N,,0.0,0.0,0.0,3.0,,1.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Cook,,,POINT (-87.72871000000002 41.939096),Week 30 - Dec 13
106147,2020-12-13,145901,LEMONT NURSING & REHAB CENTER,12450 WALKER ROAD,LEMONT,IL,60439,Y,Y,2.0,55.0,0.0,38.0,,42.0,0.0,45.0,0.0,12.0,173.0,98.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,17.0,3.0,,1.0,20.0,0.0,19.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,387.8,122.4,31.6,Cook,N,N,POINT (-87.970911 41.663003),Week 30 - Dec 13
106162,2020-12-13,146016,SUNSET REHABILITATION & HLTH C,129 SOUTH 1ST AVENUE,CANTON,IL,61520,Y,Y,0.0,1.0,0.0,0.0,,0.0,1.0,28.0,0.0,1.0,115.0,85.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,70.0,,5.0,5.0,0.0,2.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,11.8,,Fulton,N,N,POINT (-90.033527 40.55424),Week 30 - Dec 13
106170,2020-12-13,145862,HILLTOP SKILLED NSG & REHAB,910 WEST POLK STREET,CHARLESTON,IL,61920,N,,0.0,9.0,0.0,48.0,,12.0,0.0,6.0,0.0,4.0,108.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,727.3,60.6,8.3,Coles,,,POINT (-88.197237 39.487965),Week 30 - Dec 13
106184,2020-12-13,145857,APERION CARE ST ELMO,221 EAST CUMBERLAND,ST ELMO,IL,62458,Y,Y,0.0,1.0,0.0,45.0,,0.0,0.0,9.0,0.0,9.0,60.0,40.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,12.0,52.0,,0.0,36.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1125.0,225.0,20.0,Fayette,N,N,POINT (-88.84565 39.02478),Week 30 - Dec 13
106188,2020-12-13,145874,MEADOWBROOK MANOR - NAPERVILLE,720 RAYMOND DRIVE,NAPERVILLE,IL,60563,Y,Y,1.0,17.0,21.0,101.0,,25.0,2.0,57.0,1.0,6.0,234.0,147.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,63.0,101.0,,4.0,67.0,0.0,17.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,142.9,6.8,687.1,40.8,5.9,DuPage,Y,N,POINT (-88.18310600000001 41.783667),Week 30 - Dec 13
106192,2020-12-13,145972,ASCENSION COR MARIAE VILLAGE,3330 MARIA LINDEN DRIVE,ROCKFORD,IL,61114,Y,Y,0.0,1.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,73.0,51.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,1.0,15.0,0.0,12.0,0.0,0.0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,78.4,0.0,0.0,Winnebago,N,N,POINT (-89.014256 42.307876),Week 30 - Dec 13
106213,2020-12-13,145706,"WHITEHALL NORTH, THE",300 WAUKEGAN ROAD,DEERFIELD,IL,60015,Y,Y,0.0,11.0,2.0,46.0,,39.0,0.0,42.0,0.0,6.0,175.0,116.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,31.0,138.0,,3.0,90.0,0.0,112.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,17.2,0.0,396.6,51.7,13.0,Lake,N,N,POINT (-87.838926 42.15781),Week 30 - Dec 13
106240,2020-12-13,145907,ALDEN ESTATES OF EVANSTON,2520 GROSS POINT ROAD,EVANSTON,IL,60201,Y,Y,0.0,0.0,0.0,22.0,,5.0,0.0,12.0,0.0,1.0,99.0,36.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,23.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,611.1,27.8,4.5,Cook,N,N,POINT (-87.729802 42.063135),Week 30 - Dec 13
106241,2020-12-13,145877,APERION CARE DOLTON,14325 SOUTH BLACKSTONE,DOLTON,IL,60419,Y,Y,0.0,2.0,1.0,14.0,,1.0,0.0,3.0,0.0,1.0,88.0,79.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,8.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,12.7,0.0,177.2,12.7,7.1,Cook,N,N,,Week 30 - Dec 13
106251,2020-12-13,146059,HERITAGE HEALTH-JACKSONVILLE,873 GROVE STREET,JACKSONVILLE,IL,62650,Y,N,0.0,0.0,14.0,62.0,,1.0,8.0,26.0,8.0,16.0,175.0,86.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,8.0,43.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,162.8,93.0,720.9,186.0,25.8,Morgan,Y,N,POINT (-90.240928 39.730634),Week 30 - Dec 13
106323,2020-12-13,145858,ELMWOOD NURSING & REHAB CENTER,152 WILMA DRIVE,MARYVILLE,IL,62062,Y,Y,0.0,4.0,1.0,5.0,,1.0,0.0,0.0,0.0,0.0,104.0,72.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,13.9,0.0,69.4,0.0,0.0,Madison,N,N,POINT (-89.958948 38.711456),Week 30 - Dec 13
106406,2020-12-13,145975,ROCHELLE REHAB & HEALTH CARE CENTER,900 NORTH 3RD STREET,ROCHELLE,IL,61068,Y,Y,0.0,3.0,0.0,12.0,,1.0,0.0,13.0,0.0,3.0,59.0,24.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,24.0,64.0,,2.0,29.0,0.0,7.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,500.0,125.0,25.0,Ogle,N,N,POINT (-89.064023 41.928732),Week 30 - Dec 13
106450,2020-12-13,146071,PARK PLACE OF BELVIDERE,1701 5TH AVENUE,BELVIDERE,IL,61008,Y,Y,0.0,8.0,1.0,49.0,,2.0,0.0,11.0,0.0,1.0,80.0,50.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,1.0,30.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,20.0,0.0,980.0,20.0,2.0,Boone,N,N,POINT (-88.846577 42.243636),Week 30 - Dec 13
106463,2020-12-13,145820,HERITAGE HEALTH-MOUNT STERLING,435 CAMDEN ROAD,MOUNT STERLING,IL,62353,Y,Y,0.0,0.0,2.0,34.0,,0.0,0.0,11.0,0.0,9.0,80.0,28.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,9.0,46.0,,3.0,26.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,71.4,0.0,1214.3,321.4,26.5,Brown,N,N,POINT (-90.768807 39.991263000000004),Week 30 - Dec 13
106468,2020-12-13,145657,PROVIDENCE DOWNERS GROVE,3450 SARATOGA AVENUE,DOWNERS GROVE,IL,60515,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DuPage,,,POINT (-88.015438 41.824948),Week 30 - Dec 13
106476,2020-12-13,145993,COULTERVILLE REHAB & HCC,13138 STATE ROUTE 13,COULTERVILLE,IL,62237,Y,Y,0.0,0.0,14.0,54.0,,0.0,3.0,20.0,3.0,4.0,75.0,55.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,0.0,,6.0,32.0,0.0,1.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,254.5,54.5,981.8,72.7,7.4,Randolph,Y,N,POINT (-89.61218 38.187064),Week 30 - Dec 13
106497,2020-12-13,146031,GREEK AMERICAN REHAB CARE CTR,220 N FIRST STREET,WHEELING,IL,60090,Y,Y,0.0,1.0,0.0,30.0,,14.0,4.0,29.0,0.0,3.0,188.0,128.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,16.0,,5.0,57.0,0.0,14.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,234.4,23.4,10.0,Cook,N,N,POINT (-87.911791 42.142561),Week 30 - Dec 13
106510,2020-12-13,145933,APOSTOLIC CHRISTIAN SKYLINES,7023 NORTH EAST SKYLINE DRIVE,PEORIA,IL,61614,Y,Y,0.0,19.0,0.0,16.0,,0.0,0.0,16.0,0.0,5.0,57.0,47.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,46.0,,0.0,49.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,340.4,106.4,31.3,Peoria,N,N,POINT (-89.576009 40.771849),Week 30 - Dec 13
106546,2020-12-13,145666,CENTRALIA MANOR,1910 EAST MCCORD RTE 161 EAST,CENTRALIA,IL,62801,Y,Y,0.0,0.0,4.0,28.0,,17.0,0.0,15.0,0.0,0.0,120.0,76.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,5.0,,1.0,24.0,0.0,25.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,52.6,0.0,368.4,0.0,0.0,Marion,Y,N,,Week 30 - Dec 13
106554,2020-12-13,145928,APERION CARE JACKSONVILLE,1021 NORTH CHURCH STREET,JACKSONVILLE,IL,62650,Y,Y,0.0,6.0,9.0,65.0,,27.0,0.0,7.0,0.0,5.0,113.0,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,1.0,,1.0,49.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,112.5,0.0,812.5,62.5,7.7,Morgan,Y,N,POINT (-90.233924 39.747165),Week 30 - Dec 13
106619,2020-12-13,146069,"EAST BANK CENTER, LLC",6131 PARK RIDGE ROAD,LOVES PARK,IL,61111,Y,Y,0.0,1.0,0.0,34.0,,36.0,0.0,1.0,0.0,0.0,42.0,25.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,38.0,0.0,7.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1360.0,0.0,0.0,Winnebago,N,N,POINT (-89.068089 42.3183),Week 30 - Dec 13
106623,2020-12-13,145781,GENERATIONS AT APPLEWOOD,21020 KOSTNER AVENUE,MATTESON,IL,60443,Y,Y,2.0,16.0,2.0,19.0,,3.0,0.0,43.0,0.0,15.0,154.0,102.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,10.0,,1.0,21.0,0.0,5.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,19.6,0.0,186.3,147.1,78.9,Cook,N,N,POINT (-87.72267 41.506587),Week 30 - Dec 13
106652,2020-12-13,145660,WESTCHESTER HEALTH & REHABILITATION,2901 SOUTH WOLF ROAD,WESTCHESTER,IL,60154,Y,Y,0.0,0.0,0.0,25.0,,1.0,0.0,15.0,0.0,9.0,120.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,1.0,11.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,357.1,128.6,36.0,Cook,N,N,,Week 30 - Dec 13
106653,2020-12-13,146029,FRANCISCAN VILLAGE,1270 FRANCISCAN DRIVE,LEMONT,IL,60439,Y,Y,0.0,3.0,1.0,44.0,,9.0,4.0,40.0,3.0,9.0,113.0,82.0,,,,,N,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,2.0,,1.0,56.0,0.0,2.0,0.0,1.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12.2,36.6,536.6,109.8,20.5,Cook,N,N,POINT (-87.972621 41.67976),Week 30 - Dec 13
106730,2020-12-13,145931,LIEBERMAN CENTER FOR HEALTH & REHAB,9700 GROSS POINT ROAD,SKOKIE,IL,60076,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,POINT (-87.737756 42.057044),Week 30 - Dec 13
106772,2020-12-13,145948,BEMENT HEALTH CARE CENTER,601 NORTH MORGAN,BEMENT,IL,61813,Y,Y,0.0,0.0,1.0,1.0,,9.0,0.0,15.0,0.0,0.0,60.0,27.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,5.0,37.0,,4.0,6.0,0.0,2.0,0.0,0.0,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,37.0,0.0,37.0,0.0,0.0,Piatt,N,Y,POINT (-88.574827 39.926847),Week 30 - Dec 13
106807,2020-12-13,146095,EVENGLOW LODGE,215 EAST WASHINGTON,PONTIAC,IL,61764,Y,Y,2.0,2.0,0.0,28.0,,6.0,1.0,44.0,1.0,6.0,145.0,110.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4.0,7.0,,0.0,33.0,0.0,20.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,9.1,254.5,54.5,21.4,Livingston,N,N,POINT (-88.62691 40.87951),Week 30 - Dec 13
106814,2020-12-13,145717,INTEGRITY HC OF COLUMBIA,253 BRADINGTON DRIVE,COLUMBIA,IL,62236,Y,Y,0.0,24.0,0.0,44.0,,9.0,0.0,16.0,0.0,2.0,119.0,54.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,34.0,0.0,8.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,814.8,37.0,4.5,Monroe,N,N,POINT (-90.221662 38.443844),Week 30 - Dec 13
106857,2020-12-13,145729,CARLYLE HEALTHCARE CENTER,501 CLINTON STREET,CARLYLE,IL,62231,Y,Y,0.0,15.0,0.0,66.0,,4.0,0.0,36.0,0.0,14.0,109.0,69.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,12.0,,1.0,63.0,0.0,5.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,956.5,202.9,21.2,Clinton,N,N,POINT (-89.364004 38.614179),Week 30 - Dec 13
106889,2020-12-13,145753,ARCADIA CARE DANVILLE,1701 NORTH BOWMAN,DANVILLE,IL,61832,N,,0.0,0.0,0.0,77.0,,0.0,0.0,4.0,0.0,1.0,160.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,687.5,8.9,1.3,Vermilion,,,POINT (-87.603035 40.156321),Week 30 - Dec 13
106896,2020-12-13,145624,FLORA GARDENS CARE CENTER,701 SHADWELL AVENUE,FLORA,IL,62839,Y,Y,0.0,5.0,0.0,40.0,,4.0,0.0,33.0,0.0,17.0,107.0,26.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,0.0,,0.0,24.0,0.0,10.0,0.0,0.0,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,,,,,0.0,0.0,1538.5,653.8,42.5,Clay,N,N,POINT (-88.477442 38.676542),Week 30 - Dec 13
106905,2020-12-13,145703,ILLINI RESTORATIVE CARE,1455 HOSPITAL ROAD,SILVIS,IL,61282,Y,Y,0.0,1.0,0.0,9.0,,5.0,0.0,16.0,0.0,0.0,120.0,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,71.0,147.0,,0.0,14.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,126.8,0.0,0.0,Rock Island,N,N,POINT (-90.420328 41.494565),Week 30 - Dec 13
107074,2020-12-13,146133,SANDWICH REHAB & HCC,902 EAST ARNOLD STREET,SANDWICH,IL,60548,Y,Y,0.0,0.0,0.0,0.0,,2.0,0.0,13.0,0.0,0.0,63.0,22.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,36.0,,1.0,6.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,DeKalb,N,N,POINT (-88.610858 41.654958),Week 30 - Dec 13
107135,2020-12-13,146142,MERIDIAN VILLAGE CARE CENTER,27 AUERBACH PLACE,GLEN CARBON,IL,62034,Y,Y,0.0,4.0,0.0,23.0,,7.0,0.0,16.0,0.0,5.0,70.0,46.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,150.0,,7.0,44.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,500.0,108.7,21.7,Madison,N,N,POINT (-89.986152 38.774363),Week 30 - Dec 13
107252,2020-12-13,146161,SOUTHVIEW MANOR,3311 S. MICHIGAN AVE.,CHICAGO,IL,60616,Y,Y,0.0,17.0,0.0,4.0,,0.0,0.0,0.0,0.0,1.0,200.0,157.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,21.0,0.0,6.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,25.5,6.4,25.0,Cook,N,N,POINT (-87.623323 41.834371),Week 30 - Dec 13
107322,2020-12-13,146100,WALKER NURSING HOME,530 EAST BEARDSTOWN STREET,VIRGINIA,IL,62691,Y,Y,0.0,0.0,0.0,30.0,,1.0,0.0,10.0,0.0,10.0,71.0,25.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,30.0,,0.0,22.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1200.0,400.0,33.3,Cass,N,N,POINT (-90.205881 39.94748),Week 30 - Dec 13
107391,2020-12-13,146180,ASCENSION NAZARETHVILLE PLACE,300 NORTH RIVER ROAD,DES PLAINES,IL,60016,Y,Y,0.0,1.0,3.0,23.0,,25.0,0.0,12.0,0.0,12.0,68.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,24.0,0.0,17.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,50.8,0.0,389.8,203.4,52.2,Cook,Y,N,POINT (-87.889623 42.058927),Week 30 - Dec 13
107428,2020-12-13,14E322,SHARON HEALTH CARE PINES,3614 NORTH ROCHELLE,PEORIA,IL,61604,Y,Y,0.0,1.0,1.0,61.0,,0.0,0.0,2.0,0.0,1.0,116.0,93.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,21.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,10.8,0.0,655.9,10.8,1.6,Peoria,N,N,POINT (-89.643629 40.731764),Week 30 - Dec 13
107529,2020-12-13,146118,PRAIRIEVIEW AT THE GARLANDS,6000 GARLANDS LANE,BARRINGTON,IL,60010,Y,Y,2.0,23.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,20.0,15.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,72.0,,0.0,5.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Lake,N,N,POINT (-88.126629 42.157827),Week 30 - Dec 13
107608,2020-12-13,146156,ENFIELD REHAB & HEALTH CARE CT,408 NORTH WILSON STREET,ENFIELD,IL,62835,Y,Y,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,47.0,22.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,45.0,,0.0,4.0,0.0,0.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,White,N,N,POINT (-88.336849 38.102388),Week 30 - Dec 13
